nobel_laureate_id,laureate_full_name,known_name,author_id,author_full_name_from_authorships,pair_id,paper_id,patent_id
457,Stanley B. Prusiner,Stanley B. Prusiner,https://openalex.org/A5066991343,Stanley B. Prusiner,W2165147575|US-6221614,W2165147575,US-6221614
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2043433914|US-6222018,W2043433914,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2073292880|US-6222018,W2073292880,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1550629899|US-6222018,W1550629899,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1721827275|US-6222018,W1721827275,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2024206845|US-6222018,W2024206845,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2143343444|US-6222018,W2143343444,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1974519880|US-6222018,W1974519880,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2022369905|US-6222018,W2022369905,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1993608966|US-6222018,W1993608966,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2022773473|US-6222018,W2022773473,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2102526923|US-6222018,W2102526923,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1994087300|US-6222018,W1994087300,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2020277250|US-6222018,W2020277250,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2050869563|US-6222018,W2050869563,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2064193818|US-6222018,W2064193818,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2046440184|US-6222018,W2046440184,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2072839085|US-6222018,W2072839085,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2085609942|US-6222018,W2085609942,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2060254175|US-6222018,W2060254175,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2050442786|US-6222018,W2050442786,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2072227408|US-6222018,W2072227408,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2091917736|US-6222018,W2091917736,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2177184392|US-6222018,W2177184392,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W1997971145|US-6222018,W1997971145,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2028314932|US-6222018,W2028314932,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2151625241|US-6222018,W2151625241,US-6222018
972,Gregg L. Semenza,Gregg L. Semenza,https://openalex.org/A5051276665,Gregg L. Semenza,W2011846070|US-6222018,W2011846070,US-6222018
907,Hiroshi Amano,Hiroshi Amano,https://openalex.org/A5048399593,Hiroshi Amano,W2028925919|US-6229151,W2028925919,US-6229151
906,Isamu Akasaki,Isamu Akasaki,https://openalex.org/A5081597179,Isamu Akasaki,W2028925919|US-6229151,W2028925919,US-6229151
450,Alfred G. Gilman,Alfred G. Gilman,https://openalex.org/A5054552947,Alfred G. Gilman,W2022723700|US-6238881,W2022723700,US-6238881
280,George A. Olah,George A. Olah,https://openalex.org/A5071446330,George A. Olah,W2156781942|US-6248460,W2156781942,US-6248460
831,Roger Y. Tsien,Roger Y. Tsien,https://openalex.org/A5109193097,Roger Y. Tsien,W1968831085|US-6248550,W1968831085,US-6248550
831,Roger Y. Tsien,Roger Y. Tsien,https://openalex.org/A5109193097,Roger Y. Tsien,W2107811381|US-6248550,W2107811381,US-6248550
252,Herbert C. Brown,Herbert C. Brown,https://openalex.org/A5113728728,Herbert C. Brown,W1969807067|US-6248885,W1969807067,US-6248885
252,Herbert C. Brown,Herbert C. Brown,https://openalex.org/A5113728728,Herbert C. Brown,W2949709385|US-6248885,W2949709385,US-6248885
907,Hiroshi Amano,Hiroshi Amano,https://openalex.org/A5048399593,Hiroshi Amano,W2121395191|US-6249012,W2121395191,US-6249012
906,Isamu Akasaki,Isamu Akasaki,https://openalex.org/A5081597179,Isamu Akasaki,W2121395191|US-6249012,W2121395191,US-6249012
